year,nomination,round,pick,overall_pick,player_id,player_name,position,nfl_team,fantasy_team_id,fantasy_team_name,owner_name,auction_cost,draft_type,scraped_at
2012,,1,1,1,79555,Arian Foster,RB,HOU,9,Gimme the docta,Kyle,,snake,2025-07-01T16:34:15.559523
2012,,1,2,2,941,Ray Rice,RB,BAL,11,Taco,Jake,,snake,2025-07-01T16:34:15.559726
2012,,1,3,3,2506363,Aaron Rodgers,QB,GB,12,Swagger Badgers,Ross,,snake,2025-07-01T16:34:15.559912
2012,,1,4,4,2504211,Tom Brady,QB,NE,4,BedonkaGronk,Craig,,snake,2025-07-01T16:34:15.560096
2012,,1,5,5,79607,LeSean McCoy,RB,PHI,7,I Got Weeden My Pocket,Dylan,,snake,2025-07-01T16:34:15.560281
2012,,1,6,6,284,Darren McFadden,RB,LV,2,Forte Percent Chance of Wayne,Ryan,,snake,2025-07-01T16:34:15.560464
2012,,1,7,7,2495647,Calvin Johnson,WR,DET,8,Recepticons,Nick,,snake,2025-07-01T16:34:15.560644
2012,,1,8,8,2504775,Drew Brees,QB,NO,10,ENDER,Andrew,,snake,2025-07-01T16:34:15.560825
2012,,1,9,9,262,Chris Johnson,RB,TEN,1,Forgetting Brandon Marshall,Matt,,snake,2025-07-01T16:34:15.561014
2012,,1,10,10,2495663,Marshawn Lynch,RB,SEA,5,Fifty Shades of Garay,Benjy,,snake,2025-07-01T16:34:15.561191
2012,,1,11,11,2495455,Cam Newton,QB,CAR,3,Hardball with Ryan Mathews,Cameron,,snake,2025-07-01T16:34:15.561419
2012,,1,12,12,925,Jamaal Charles,RB,KC,6,Dragon Army,Alexander,,snake,2025-07-01T16:34:15.561598
2012,,2,13,25,79860,Matthew Stafford,QB,DET,6,Dragon Army,Alexander,,snake,2025-07-01T16:34:16.324965
2012,,2,14,26,497188,Ryan Mathews,RB,LAC,3,Hardball with Ryan Mathews,Cameron,,snake,2025-07-01T16:34:16.325198
2012,,2,15,27,2506366,Roddy White,WR,ATL,5,Fifty Shades of Garay,Benjy,,snake,2025-07-01T16:34:16.325413
2012,,2,16,28,497236,Jimmy Graham,TE,NO,1,Forgetting Brandon Marshall,Matt,,snake,2025-07-01T16:34:16.325622
2012,,2,17,29,234,Matt Forte,RB,CHI,10,ENDER,Andrew,,snake,2025-07-01T16:34:16.325828
2012,,2,18,30,2495207,DeMarco Murray,RB,DAL,8,Recepticons,Nick,,snake,2025-07-01T16:34:16.326034
2012,,2,19,31,2507164,Adrian Peterson,RB,MIN,2,Forte Percent Chance of Wayne,Ryan,,snake,2025-07-01T16:34:16.326255
2012,,2,20,32,2506106,Larry Fitzgerald,WR,ARI,7,I Got Weeden My Pocket,Dylan,,snake,2025-07-01T16:34:16.326460
2012,,2,21,33,497240,Rob Gronkowski,TE,NE,4,BedonkaGronk,Craig,,snake,2025-07-01T16:34:16.326678
2012,,2,22,34,2506871,Fred Jackson,RB,BUF,12,Swagger Badgers,Ross,,snake,2025-07-01T16:34:16.326890
2012,,2,23,35,2495831,Maurice Jones-Drew,RB,JAC,11,Taco,Jake,,snake,2025-07-01T16:34:16.327098
2012,,2,24,36,310,Matt Ryan,QB,ATL,9,Gimme the docta,Kyle,,snake,2025-07-01T16:34:16.327321
2012,,3,25,49,2505936,Steven Jackson,RB,STL,9,Gimme the docta,Kyle,,snake,2025-07-01T16:34:17.094500
2012,,3,26,50,2505790,Wes Welker,WR,NE,11,Taco,Jake,,snake,2025-07-01T16:34:17.094707
2012,,3,27,51,2495454,Julio Jones,WR,ATL,12,Swagger Badgers,Ross,,snake,2025-07-01T16:34:17.094908
2012,,3,28,52,2533032,Trent Richardson,RB,CLE,4,BedonkaGronk,Craig,,snake,2025-07-01T16:34:17.095106
2012,,3,29,53,2505551,Andre Johnson,WR,HOU,7,I Got Weeden My Pocket,Dylan,,snake,2025-07-01T16:34:17.095300
2012,,3,30,54,2505354,Tony Romo,QB,DAL,2,Forte Percent Chance of Wayne,Ryan,,snake,2025-07-01T16:34:17.095494
2012,,3,31,55,2506404,Frank Gore,RB,SF,8,Recepticons,Nick,,snake,2025-07-01T16:34:17.095697
2012,,3,32,56,2495867,Greg Jennings,WR,GB,10,ENDER,Andrew,,snake,2025-07-01T16:34:17.095888
