year,nomination,round,pick,overall_pick,player_id,player_name,position,nfl_team,fantasy_team_id,fantasy_team_name,owner_name,auction_cost,draft_type,scraped_at
2019,,1,1,1,2555224,Ezekiel Elliott,RB,DAL,1,Califournettecation,Matt,,snake,2025-07-01T16:38:13.795578
2019,,1,2,2,2560968,Saquon Barkley,RB,NYG,11,Sasquontch,Jake,,snake,2025-07-01T16:38:13.795719
2019,,1,3,3,2558019,Alvin Kamara,RB,NO,9,Avengers Engram,Kyle,,snake,2025-07-01T16:38:13.795847
2019,,1,4,4,2557997,Christian McCaffrey,RB,CAR,4,Christian Mingle,Craig,,snake,2025-07-01T16:38:13.795980
2019,,1,5,5,2557978,James Conner,RB,PIT,5,Jacobs' Ladder,Benjy,,snake,2025-07-01T16:38:13.796115
2019,,1,6,6,2553435,David Johnson,RB,ARI,7,Zach and the Fucked by JuJu,Zach,,snake,2025-07-01T16:38:13.796253
2019,,1,7,7,2540165,DeAndre Hopkins,WR,HOU,12,Fast Times at Ridley High,James,,snake,2025-07-01T16:38:13.796388
2019,,1,8,8,2540175,Le'Veon Bell,RB,NYJ,2,Taupe Blougholes,Ryan,,snake,2025-07-01T16:38:13.796524
2019,,1,9,9,2540258,Travis Kelce,TE,KC,3,Macker Barrel Ol Country Store,Cameron,,snake,2025-07-01T16:38:13.796654
2019,,1,10,10,2557976,Joe Mixon,RB,CIN,8,Breezin,Nick,,snake,2025-07-01T16:38:13.796788
2019,,1,11,11,2552475,Todd Gurley,RB,LA,10,MaHomes Depot,Benjamin,,snake,2025-07-01T16:38:13.796921
2019,,1,12,12,2543495,Davante Adams,WR,GB,6,Free Melvy,Alexander,,snake,2025-07-01T16:38:13.797061
2019,,2,13,25,2495454,Julio Jones,WR,ATL,6,Free Melvy,Alexander,,snake,2025-07-01T16:38:14.618380
2019,,2,14,26,2561021,Nick Chubb,RB,CLE,10,MaHomes Depot,Benjamin,,snake,2025-07-01T16:38:14.618522
2019,,2,15,27,2543496,Odell Beckham,WR,CLE,8,Breezin,Nick,,snake,2025-07-01T16:38:14.618693
2019,,2,16,28,2543468,Mike Evans,WR,TB,3,Macker Barrel Ol Country Store,Cameron,,snake,2025-07-01T16:38:14.618832
2019,,2,17,29,2557991,Dalvin Cook,RB,MIN,2,Taupe Blougholes,Ryan,,snake,2025-07-01T16:38:14.618960
2019,,2,18,30,2556370,Michael Thomas,WR,NO,12,Fast Times at Ridley High,James,,snake,2025-07-01T16:38:14.619082
2019,,2,19,31,2558149,JuJu Smith-Schuster,WR,PIT,7,Zach and the Fucked by JuJu,Zach,,snake,2025-07-01T16:38:14.619205
2019,,2,20,32,2556214,Tyreek Hill,WR,KC,5,Jacobs' Ladder,Benjy,,snake,2025-07-01T16:38:14.619334
2019,,2,21,33,2508061,Antonio Brown,,,4,Christian Mingle,Craig,,snake,2025-07-01T16:38:14.619542
2019,,2,22,34,2558116,Aaron Jones,RB,GB,9,Avengers Engram,Kyle,,snake,2025-07-01T16:38:14.619691
2019,,2,23,35,2558865,Chris Carson,RB,SEA,11,Sasquontch,Jake,,snake,2025-07-01T16:38:14.619828
2019,,2,24,36,2557973,Leonard Fournette,RB,JAX,1,Califournettecation,Matt,,snake,2025-07-01T16:38:14.619958
2019,,3,25,49,2543583,Devonta Freeman,RB,ATL,1,Califournettecation,Matt,,snake,2025-07-01T16:38:15.435300
2019,,3,26,50,2560765,Kerryon Johnson,RB,DET,11,Sasquontch,Jake,,snake,2025-07-01T16:38:15.435440
2019,,3,27,51,2541785,Adam Thielen,WR,MIN,9,Avengers Engram,Kyle,,snake,2025-07-01T16:38:15.435567
2019,,3,28,52,2560809,Sony Michel,RB,NE,4,Christian Mingle,Craig,,snake,2025-07-01T16:38:15.435759
2019,,3,29,53,2562377,Josh Jacobs,RB,LV,5,Jacobs' Ladder,Benjy,,snake,2025-07-01T16:38:15.435904
2019,,3,30,54,2540154,Keenan Allen,WR,LAC,7,Zach and the Fucked by JuJu,Zach,,snake,2025-07-01T16:38:15.436027
2019,,3,31,55,2556075,Derrick Henry,RB,TEN,12,Fast Times at Ridley High,James,,snake,2025-07-01T16:38:15.436151
2019,,3,32,56,2562502,David Montgomery,RB,CHI,2,Taupe Blougholes,Ryan,,snake,2025-07-01T16:38:15.436278
2019,,3,33,57,2558123,Marlon Mack,RB,IND,3,Macker Barrel Ol Country Store,Cameron,,snake,2025-07-01T16:38:15.436405
2019,,3,34,58,2558266,George Kittle,TE,SF,8,Breezin,Nick,,snake,2025-07-01T16:38:15.436538
2019,,3,35,59,2558125,Patrick Mahomes,QB,KC,10,MaHomes Depot,Benjamin,,snake,2025-07-01T16:38:15.436662
2019,,3,36,60,2495466,Mark Ingram,RB,BAL,6,Free Melvy,Alexander,,snake,2025-07-01T16:38:15.436790
2019,,4,37,73,2559947,Phillip Lindsay,RB,DEN,6,Free Melvy,Alexander,,snake,2025-07-01T16:38:16.210711
2019,,4,38,74,2552487,Amari Cooper,WR,DAL,10,MaHomes Depot,Benjamin,,snake,2025-07-01T16:38:16.210893
2019,,4,39,75,2550512,Damien Williams,RB,KC,8,Breezin,Nick,,snake,2025-07-01T16:38:16.211104
2019,,4,40,76,2552608,Stefon Diggs,WR,MIN,3,Macker Barrel Ol Country Store,Cameron,,snake,2025-07-01T16:38:16.211247
2019,,4,41,77,2540158,Zach Ertz,TE,PHI,2,Taupe Blougholes,Ryan,,snake,2025-07-01T16:38:16.211372
2019,,4,42,78,2552453,Tevin Coleman,RB,SF,12,Fast Times at Ridley High,James,,snake,2025-07-01T16:38:16.211509
2019,,4,43,79,2540169,Robert Woods,WR,LA,7,Zach and the Fucked by JuJu,Zach,,snake,2025-07-01T16:38:16.211636
2019,,4,44,80,238498,Julian Edelman,WR,NE,5,Jacobs' Ladder,Benjy,,snake,2025-07-01T16:38:16.211762
2019,,4,45,81,2552430,Tyler Lockett,WR,SEA,4,Christian Mingle,Craig,,snake,2025-07-01T16:38:16.211891
2019,,4,46,82,2543498,Brandin Cooks,WR,LA,9,Avengers Engram,Kyle,,snake,2025-07-01T16:38:16.212021
2019,,4,47,83,2557898,Cooper Kupp,WR,LA,11,Sasquontch,Jake,,snake,2025-07-01T16:38:16.212154
2019,,4,48,84,2532865,T.Y. Hilton,WR,IND,1,Califournettecation,Matt,,snake,2025-07-01T16:38:16.212283
2019,,5,49,97,2558846,Mike Williams,WR,LAC,1,Califournettecation,Matt,,snake,2025-07-01T16:38:17.075804
2019,,5,50,98,2557856,O.J. Howard,TE,TB,11,Sasquontch,Jake,,snake,2025-07-01T16:38:17.075952
2019,,5,51,99,2558105,Chris Godwin,WR,TB,9,Avengers Engram,Kyle,,snake,2025-07-01T16:38:17.076087
2019,,5,52,100,2558052,Kenny Golladay,WR,DET,4,Christian Mingle,Craig,,snake,2025-07-01T16:38:17.076225
2019,,5,53,101,2561000,Derrius Guice,RB,WAS,5,Jacobs' Ladder,Benjy,,snake,2025-07-01T16:38:17.076361
