game_id,season,week,home_team,home_team_id,home_points,home_record,home_rank,away_team,away_team_id,away_points,away_record,away_rank,scraped_at,is_playoff,playoff_round,bracket,playoff_round_name
201614111,2016,14,Outback Jakehouse,11,112.04,7-6-0,4,Latavius Maximus,1,81.92,7-6-0,5,2025-06-22T05:31:52.799Z,False,,,
20161437,2016,14,Aiken' for the ThreePeat,3,85.88,8-5-0,3,LCD Stagsystem,7,64.94,7-6-0,6,2025-06-22T05:31:52.799Z,True,winners_round_1,winners,Winners Round 1
201615108,2016,15,Cole's Drafted Players,10,109.4,4-9-0,12,Miller High Lyfe,8,58.38,6-7-0,9,2025-06-22T05:32:05.910Z,True,toilet_bowl,consolation,Toilet Bowl
20161549,2016,15,The PTY's,4,76.14,6-7-0,7,Mon Don't Grief,9,91.12,4-9-0,11,2025-06-22T05:32:05.910Z,True,toilet_bowl,consolation,Toilet Bowl
201615611,2016,15,HYDROPOWER,6,72.88,9-4-0,1,Outback Jakehouse,11,78.98,7-6-0,4,2025-06-22T05:32:05.910Z,True,third_place,winners,Third Place
20161532,2016,15,Aiken' for the ThreePeat,3,114.64,8-5-0,3,King Goffery,2,98.86,8-5-0,2,2025-06-22T05:32:05.910Z,True,third_place,winners,Third Place
201616512,2016,16,Joey Bosa Shrug Emoji,5,80.84,6-7-0,8,theres something about Mathews,12,113.06,6-7-0,10,2025-06-22T05:32:18.979Z,False,,,
201616109,2016,16,Cole's Drafted Players,10,112.12,4-9-0,12,Mon Don't Grief,9,77.48,4-9-0,11,2025-06-22T05:32:18.979Z,True,toilet_bowl,consolation,Toilet Bowl
20161684,2016,16,Miller High Lyfe,8,95.6,6-7-0,9,The PTY's,4,108.3,6-7-0,7,2025-06-22T05:32:18.979Z,True,toilet_bowl,consolation,Toilet Bowl
201616113,2016,16,Outback Jakehouse,11,137.48,7-6-0,4,Aiken' for the ThreePeat,3,78.08,8-5-0,3,2025-06-22T05:32:18.979Z,True,championship,winners,Championship
20161662,2016,16,HYDROPOWER,6,68.88,9-4-0,1,King Goffery,2,102.86,8-5-0,2,2025-06-22T05:32:18.979Z,True,third_place,winners,Third Place
20161617,2016,16,Latavius Maximus,1,78.5,7-6-0,5,LCD Stagsystem,7,96.7,7-6-0,6,2025-06-22T05:32:18.979Z,False,,,
