year,nomination,round,pick,overall_pick,player_id,player_name,position,nfl_team,fantasy_team_id,fantasy_team_name,owner_name,auction_cost,draft_type,scraped_at
2016,,1,1,1,2508061,Antonio Brown,WR,PIT,11,Outback Jakehouse,Jake,,snake,2025-07-01T16:36:32.017509
2016,,1,2,2,2553435,David Johnson,RB,ARI,2,King Goffery,Ryan,,snake,2025-07-01T16:36:32.017694
2016,,1,3,3,2552475,Todd Gurley,RB,LA,9,Mon Don't Grief,Kyle,,snake,2025-07-01T16:36:32.017844
2016,,1,4,4,2495454,Julio Jones,WR,ATL,1,Latavius Maximus,Matt,,snake,2025-07-01T16:36:32.017968
2016,,1,5,5,2543496,Odell Beckham,WR,NYG,4,The PTY's,Craig,,snake,2025-07-01T16:36:32.018101
2016,,1,6,6,2507164,Adrian Peterson,RB,MIN,7,LCD Stagsystem,Zach,,snake,2025-07-01T16:36:32.018242
2016,,1,7,7,2540165,DeAndre Hopkins,WR,HOU,12,theres something about Mathews,James,,snake,2025-07-01T16:36:32.018374
2016,,1,8,8,2555224,Ezekiel Elliott,RB,DAL,10,Cole's Drafted Players,Cole,,snake,2025-07-01T16:36:32.018500
2016,,1,9,9,2543583,Devonta Freeman,RB,ATL,3,Aiken' for the ThreePeat,Cameron,,snake,2025-07-01T16:36:32.018667
2016,,1,10,10,2495450,A.J. Green,WR,CIN,6,HYDROPOWER,Alexander,,snake,2025-07-01T16:36:32.018831
2016,,1,11,11,497278,Dez Bryant,WR,DAL,8,Miller High Lyfe,Nick,,snake,2025-07-01T16:36:32.018999
2016,,1,12,12,925,Jamaal Charles,RB,KC,5,Joey Bosa Shrug Emoji,Benjy,,snake,2025-07-01T16:36:32.019159
2016,,2,13,25,497240,Rob Gronkowski,TE,NE,5,Joey Bosa Shrug Emoji,Benjy,,snake,2025-07-01T16:36:32.837801
2016,,2,14,26,2533034,Lamar Miller,RB,HOU,8,Miller High Lyfe,Nick,,snake,2025-07-01T16:36:32.838081
2016,,2,15,27,2543468,Mike Evans,WR,TB,6,HYDROPOWER,Alexander,,snake,2025-07-01T16:36:32.838325
2016,,2,16,28,79607,LeSean McCoy,RB,BUF,3,Aiken' for the ThreePeat,Cameron,,snake,2025-07-01T16:36:32.838479
2016,,2,17,29,2495455,Cam Newton,QB,CAR,10,Cole's Drafted Players,Cole,,snake,2025-07-01T16:36:32.838632
2016,,2,18,30,2540175,Le'Veon Bell,RB,PIT,12,theres something about Mathews,James,,snake,2025-07-01T16:36:32.838785
2016,,2,19,31,2540168,Eddie Lacy,RB,GB,7,LCD Stagsystem,Zach,,snake,2025-07-01T16:36:32.838938
2016,,2,20,32,2532899,Doug Martin,RB,TB,4,The PTY's,Craig,,snake,2025-07-01T16:36:32.839091
2016,,2,21,33,2495893,Brandon Marshall,WR,NYJ,1,Latavius Maximus,Matt,,snake,2025-07-01T16:36:32.839245
2016,,2,22,34,2543509,Allen Robinson,WR,JAX,9,Mon Don't Grief,Kyle,,snake,2025-07-01T16:36:32.839400
2016,,2,23,35,2495466,Mark Ingram,RB,NO,2,King Goffery,Ryan,,snake,2025-07-01T16:36:32.839564
2016,,2,24,36,1032,Jordy Nelson,WR,GB,11,Outback Jakehouse,Jake,,snake,2025-07-01T16:36:32.839727
2016,,3,25,49,2506363,Aaron Rodgers,QB,GB,11,Outback Jakehouse,Jake,,snake,2025-07-01T16:36:33.617414
2016,,3,26,50,2543457,Sammy Watkins,WR,BUF,2,King Goffery,Ryan,,snake,2025-07-01T16:36:33.617554
2016,,3,27,51,2533039,Alshon Jeffery,WR,CHI,9,Mon Don't Grief,Kyle,,snake,2025-07-01T16:36:33.617681
2016,,3,28,52,2540154,Keenan Allen,WR,LAC,1,Latavius Maximus,Matt,,snake,2025-07-01T16:36:33.617834
2016,,3,29,53,2532865,T.Y. Hilton,WR,IND,4,The PTY's,Craig,,snake,2025-07-01T16:36:33.617965
2016,,3,30,54,497328,Demaryius Thomas,WR,DEN,7,LCD Stagsystem,Zach,,snake,2025-07-01T16:36:33.618091
2016,,3,31,55,2543498,Brandin Cooks,WR,NO,12,theres something about Mathews,James,,snake,2025-07-01T16:36:33.618217
2016,,3,32,56,2540269,C.J. Anderson,RB,DEN,10,Cole's Drafted Players,Cole,,snake,2025-07-01T16:36:33.618342
2016,,3,33,57,2552487,Amari Cooper,WR,LV,3,Aiken' for the ThreePeat,Cameron,,snake,2025-07-01T16:36:33.618466
2016,,3,34,58,2543743,Carlos Hyde,RB,SF,6,HYDROPOWER,Alexander,,snake,2025-07-01T16:36:33.618597
2016,,3,35,59,238498,Julian Edelman,WR,NE,8,Miller High Lyfe,Nick,,snake,2025-07-01T16:36:33.618727
2016,,3,36,60,80429,Jeremy Maclin,WR,KC,5,Joey Bosa Shrug Emoji,Benjy,,snake,2025-07-01T16:36:33.618859
2016,,4,37,73,2553733,Thomas Rawls,RB,SEA,5,Joey Bosa Shrug Emoji,Benjy,,snake,2025-07-01T16:36:34.411200
2016,,4,38,74,2540160,Jordan Reed,TE,WAS,8,Miller High Lyfe,Nick,,snake,2025-07-01T16:36:34.411472
2016,,4,39,75,2495700,Greg Olsen,TE,CAR,6,HYDROPOWER,Alexander,,snake,2025-07-01T16:36:34.411728
2016,,4,40,76,2543488,Jarvis Landry,WR,MIA,3,Aiken' for the ThreePeat,Cameron,,snake,2025-07-01T16:36:34.411977
2016,,4,41,77,2495448,Randall Cobb,WR,GB,10,Cole's Drafted Players,Cole,,snake,2025-07-01T16:36:34.412239
2016,,4,42,78,234,Matt Forte,RB,NYJ,12,theres something about Mathews,James,,snake,2025-07-01T16:36:34.412488
2016,,4,43,79,2530747,Doug Baldwin,WR,SEA,7,LCD Stagsystem,Zach,,snake,2025-07-01T16:36:34.412684
2016,,4,44,80,2541161,Latavius Murray,RB,LV,4,The PTY's,Craig,,snake,2025-07-01T16:36:34.412848
2016,,4,45,81,2552379,Jeremy Langford,RB,CHI,1,Latavius Maximus,Matt,,snake,2025-07-01T16:36:34.413012
2016,,4,46,82,2543603,Jeremy Hill,RB,CIN,9,Mon Don't Grief,Kyle,,snake,2025-07-01T16:36:34.413172
2016,,4,47,83,949,Jonathan Stewart,RB,CAR,2,King Goffery,Ryan,,snake,2025-07-01T16:36:34.413334
2016,,4,48,84,2495207,DeMarco Murray,RB,TEN,11,Outback Jakehouse,Jake,,snake,2025-07-01T16:36:34.413504
2016,,5,49,97,2552635,Matt Jones,RB,WAS,11,Outback Jakehouse,Jake,,snake,2025-07-01T16:36:35.165128
2016,,5,50,98,2543471,Kelvin Benjamin,WR,CAR,2,King Goffery,Ryan,,snake,2025-07-01T16:36:35.165306
2016,,5,51,99,2533031,Andrew Luck,QB,IND,9,Mon Don't Grief,Kyle,,snake,2025-07-01T16:36:35.165463
2016,,5,52,100,79555,Arian Foster,RB,MIA,1,Latavius Maximus,Matt,,snake,2025-07-01T16:36:35.165633
2016,,5,53,101,2532975,Russell Wilson,QB,SEA,4,The PTY's,Craig,,snake,2025-07-01T16:36:35.165800
2016,,5,54,102,2495469,Dion Lewis,RB,NE,7,LCD Stagsystem,Zach,,snake,2025-07-01T16:36:35.165968
2016,,5,55,103,497188,Ryan Mathews,RB,PHI,12,theres something about Mathews,James,,snake,2025-07-01T16:36:35.166147
2016,,5,56,104,497284,Eric Decker,WR,NYJ,10,Cole's Drafted Players,Cole,,snake,2025-07-01T16:36:35.166316
2016,,5,57,105,2543847,John Brown,WR,ARI,3,Aiken' for the ThreePeat,Cameron,,snake,2025-07-01T16:36:35.166486
2016,,5,58,106,2552469,Melvin Gordon,RB,LAC,6,HYDROPOWER,Alexander,,snake,2025-07-01T16:36:35.166654
2016,,5,59,107,2532841,Michael Floyd,WR,NE,8,Miller High Lyfe,Nick,,snake,2025-07-01T16:36:35.166821
2016,,5,60,108,497326,Golden Tate,WR,DET,5,Joey Bosa Shrug Emoji,Benjy,,snake,2025-07-01T16:36:35.166984
2016,,6,61,121,2506106,Larry Fitzgerald,WR,ARI,5,Joey Bosa Shrug Emoji,Benjy,,snake,2025-07-01T16:36:35.930428
2016,,6,62,122,4327,Danny Woodhead,RB,LAC,8,Miller High Lyfe,Nick,,snake,2025-07-01T16:36:35.930587
2016,,6,63,123,2540156,Giovani Bernard,RB,CIN,6,HYDROPOWER,Alexander,,snake,2025-07-01T16:36:35.930730
2016,,6,64,124,2532790,Travis Benjamin,WR,LAC,3,Aiken' for the ThreePeat,Cameron,,snake,2025-07-01T16:36:35.930862
2016,,6,65,125,100030,Seattle Seahawks,,,10,Cole's Drafted Players,Cole,,snake,2025-07-01T16:36:35.930996
2016,,6,66,126,2504211,Tom Brady,QB,NE,12,theres something about Mathews,James,,snake,2025-07-01T16:36:35.931134
2016,,6,67,127,1581,DeSean Jackson,WR,WAS,7,LCD Stagsystem,Zach,,snake,2025-07-01T16:36:35.931265
2016,,6,68,128,2540258,Travis Kelce,TE,KC,4,The PTY's,Craig,,snake,2025-07-01T16:36:35.931395
2016,,6,69,129,2552374,Ameer Abdullah,RB,DET,1,Latavius Maximus,Matt,,snake,2025-07-01T16:36:35.931530
2016,,6,70,130,2543614,Donte Moncrief,WR,IND,9,Mon Don't Grief,Kyle,,snake,2025-07-01T16:36:35.931671
2016,,6,71,131,2532853,Ladarius Green,TE,PIT,2,King Goffery,Ryan,,snake,2025-07-01T16:36:35.931792
2016,,6,72,132,2550353,Allen Hurns,WR,JAX,11,Outback Jakehouse,Jake,,snake,2025-07-01T16:36:35.931915
2016,,7,73,145,2540148,Tyler Eifert,TE,CIN,11,Outback Jakehouse,Jake,,snake,2025-07-01T16:36:36.726033
2016,,7,74,146,2504775,Drew Brees,QB,NO,2,King Goffery,Ryan,,snake,2025-07-01T16:36:36.726197
2016,,7,75,147,2506404,Frank Gore,RB,IND,9,Mon Don't Grief,Kyle,,snake,2025-07-01T16:36:36.726341
